"Crop","State","Season","Area-2020-21","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Production-2020-21","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Yield-2020-21","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25"
"Total Food Grains","Sikkim","Rabi","450.00","2533.00","2798.00","378.00","378.00","524.14","2542.97","2858.34","444.13","444.13","1165.00","1004.00","1022.00","1175.00","1175.00"
"Total Food Grains","Sikkim","Total","54735.00","54317.00","51563.00","43456.00","43455.00","91753.62","91252.05","82993.36","68513.68","68511.89","1676.00","1680.00","1610.00","1577.00","1577.00"
"Total Food Grains","Tamil Nadu","Kharif","2669169.59","2752724.85","1376060.00","1370970.00","1361480.00","8667118.23","9424441.90","4852023.20","4503425.26","4304042.48","3247.00","3424.00","3526.00","3285.00","3161.00"
"Total Food Grains","Tamil Nadu","Rabi","1150410.41","1221345.15","2009350.00","1930739.00","2036670.00","2156504.15","2573576.51","5779447.19","5064416.20","5473957.96","1875.00","2107.00","2876.00","2623.00","2688.00"
"Total Food Grains","Tamil Nadu","Summer","","","481050.00","467650.00","455340.00","","","1048912.36","1132291.54","1148384.27","","","2180.00","2421.00","2522.00"
"Total Food Grains","Tamil Nadu","Total","3819580.00","3974070.00","3866460.00","3769359.00","3853490.00","10823622.37","11998018.42","11680382.75","10700133.00","10926384.71","2834.00","3019.00","3021.00","2839.00","2835.00"
"Total Food Grains","Telangana","Kharif","2349700.00","3053000.00","3080525.00","3015150.00","2978095.00","6181012.50","9446125.00","10282094.45","10475832.50","10324770.50","2631.00","3094.00","3338.00","3474.00","3467.00"
"Total Food Grains","Telangana","Rabi","1795400.00","1689000.00","2615550.00","2608000.00","2941150.00","6564608.40","5902696.40","9092942.25","9800564.00","11309809.87","3656.00","3495.00","3476.00","3758.00","3845.00"
"Total Food Grains","Telangana","Total","4145100.00","4742000.00","5696075.00","5623150.00","5919245.00","12745620.90","15348821.40","19375036.70","20276396.50","21634580.37","3075.00","3237.00","3401.00","3606.00","3655.00"
"Total Food Grains","Tripura","Kharif","229439.00","221320.00","202775.00","202770.00","185552.00","622440.52","624285.19","608920.66","608922.64","522901.86","2713.00","2821.00","3003.00","3003.00","2818.00"
"Total Food Grains","Tripura","Rabi","84117.00","79503.00","75533.00","75540.00","75689.00","245201.44","246620.14","232680.14","232686.00","241682.14","2915.00","3102.00","3081.00","3080.00","3193.00"
"Total Food Grains","Tripura","Summer","","","102.00","100.00","85.00","","","85.99","84.30","64.01","","","843.00","843.00","753.00"
"Total Food Grains","Tripura","Total","313556.00","300823.00","278410.00","278410.00","261326.00","867641.96","870905.33","841686.79","841692.94","764648.01","2767.00","2895.00","3023.00","3023.00","2926.00"
"Total Food Grains","Uttar Pradesh","Kharif","8297000.00","8292000.00","8803500.00","9096685.00","9097577.50","19960690.00","19500191.00","20801887.50","21249800.08","23364107.42","2406.00","2352.00","2363.00","2336.00","2568.00"
"Total Food Grains","Uttar Pradesh","Rabi","11636000.00","11255000.00","11407600.00","11444000.00","11327810.00","38146229.00","36687900.00","36360898.60","38004283.10","38198887.94","3278.00","3260.00","3187.00","3321.00","3372.00"
"Total Food Grains","Uttar Pradesh","Summer","","","201000.00","424000.00","954000.00","","","346045.00","1031452.00","2285211.00","","","1722.00","2433.00","2395.00"
"Total Food Grains","Uttar Pradesh","Total","19933000.00","19547000.00","20412100.00","20964685.00","21379387.50","58106919.00","56188091.00","57508831.10","60285535.18","63848206.36","2915.00","2875.00","2817.00","2876.00","2986.00"
"Total Food Grains","Uttarakhand","Kharif","439000.00","430000.00","400000.00","385726.00","370300.00","945071.00","926864.00","813627.00","809812.15","799910.10","2153.00","2155.00","2034.00","2099.00","2160.00"
"Total Food Grains","Uttarakhand","Rabi","370000.00","358000.00","326000.00","301992.00","282639.00","1056771.00","997561.00","878933.00","907376.52","884713.65","2856.00","2786.00","2696.00","3005.00","3130.00"
"Total Food Grains","Uttarakhand","Summer","","","22333.00","23197.00","8675.00","","","78571.00","82577.43","32696.86","","","3518.00","3560.00","3769.00"
"Total Food Grains","Uttarakhand","Total","809000.00","788000.00","748333.00","710915.00","661614.00","2001842.00","1924425.00","1771131.00","1799766.10","1717320.60","2474.00","2442.00","2367.00","2532.00","2596.00"
"Total Food Grains","West Bengal","Kharif","4434879.00","4417304.00","3899048.00","3936384.00","4338951.00","12076787.65","12422847.46","11028348.43","11206610.03","11218365.92","2723.00","2812.00","2828.00","2847.00","2586.00"
"Total Food Grains","West Bengal","Rabi","2177463.00","2206062.00","663015.00","699507.00","686179.00","7927852.07","7884714.57","1946336.69","2294996.95","2332533.75","3641.00","3574.00","2936.00","3281.00","3399.00"
"Total Food Grains","West Bengal","Summer","","","1508299.00","1515458.00","1592900.00","","","5799369.57","5822721.61","6299444.00","","","3845.00","3842.00","3955.00"
"Total Food Grains","West Bengal","Total","6612342.00","6623366.00","6070362.00","6151349.00","6618030.00","20004639.72","20307562.03","18774054.69","19324328.58","19850343.67","3025.00","3066.00","3093.00","3141.00","2999.00"
"Total Food Grains","All India","Kharif","72441546.82","72896472.08","70696468.99","70638776.92","73515838.63","150576260.85","155363773.14","155710997.96","155768143.65","169460442.73","2079.00","2131.00","2203.00","2205.00","2305.00"
"Total Food Grains","All India","Rabi","57353457.68","57272406.61","55310426.97","55111341.04","56590578.07","160165471.88","160252058.04","157840648.58","160005928.55","169165758.38","2793.00","2798.00","2854.00","2903.00","2989.00"
"Total Food Grains","All India","Summer","","","6197381.00","6354070.80","7439782.38","","","16134857.97","16524247.86","19105958.91","","","2603.00","2601.00","2568.00"
"Total Food Grains","All India","Total","129795004.50","130168878.69","132204276.96","132104188.76","137546199.08","310741732.72","315615831.18","329686504.50","332298320.06","357732160.03","2394.00","2425.00","2494.00","2515.00","2601.00"
"Groundnut","Andaman And Nicobar Islands","Kharif","5.50","5.50","4.50","","","3.03","3.00","2.70","","","550.00","545.00","600.00","",""
"Groundnut","Andaman And Nicobar Islands","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Andaman And Nicobar Islands","Total","5.50","5.50","4.50","","","3.03","3.00","2.70","","","550.00","545.00","600.00","",""
"Groundnut","Andhra Pradesh","Kharif","746000.00","723000.00","497000.00","241790.00","276000.00","540104.00","315951.00","328517.00","159581.40","258612.00","724.00","437.00","661.00","660.00","937.00"
"Groundnut","Andhra Pradesh","Rabi","124000.00","102000.00","97000.00","69660.00","52000.00","234980.00","200124.00","272279.00","163770.66","118768.00","1895.00","1962.00","2807.00","2351.00","2284.00"
"Groundnut","Andhra Pradesh","Total","870000.00","825000.00","594000.00","311450.00","328000.00","775084.00","516075.00","600796.00","323352.06","377380.00","891.00","626.00","1011.00","1038.00","1151.00"
"Groundnut","Arunachal Pradesh","Kharif","924.00","994.00","1217.00","1224.00","1238.00","914.76","987.00","1142.76","1150.56","1164.96","990.00","993.00","939.00","940.00","941.00"
"Groundnut","Arunachal Pradesh","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Arunachal Pradesh","Total","924.00","994.00","1217.00","1224.00","1238.00","914.76","987.00","1142.76","1150.56","1164.96","990.00","993.00","939.00","940.00","941.00"
"Groundnut","Assam","Kharif","","","","","","","0.00","","","","","","","",""
"Groundnut","Assam","Rabi","","","","","","","0.00","","","","","","","",""
"Groundnut","Assam","Total","","","","","","","0.00","","","","","","","",""
"Groundnut","Bihar","Kharif","779.00","668.00","664.00","688.00","772.00","795.36","682.00","677.94","703.14","874.68","1021.00","1021.00","1021.00","1022.00","1133.00"
"Groundnut","Bihar","Rabi","","","","","","","0.00","","","","","","","",""
"Groundnut","Bihar","Total","779.00","668.00","664.00","688.00","772.00","795.36","682.00","677.94","703.14","874.68","1021.00","1021.00","1021.00","1022.00","1133.00"
"Groundnut","Chandigarh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Chandigarh","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Chandigarh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Chhattisgarh","Kharif","20750.00","22300.00","22840.00","19580.00","15120.00","31623.00","38468.00","34237.16","31700.02","16813.44","1524.00","1725.00","1499.00","1619.00","1112.00"
"Groundnut","Chhattisgarh","Rabi","","","","","","","0.00","","","","","","","",""
"Groundnut","Chhattisgarh","Total","20750.00","22300.00","22840.00","19580.00","15120.00","31623.00","38468.00","34237.16","31700.02","16813.44","1524.00","1725.00","1499.00","1619.00","1112.00"
"Groundnut","Dadra And Nagar Haveli","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Groundnut","Dadra And Nagar Haveli","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Dadra And Nagar Haveli","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Groundnut","Daman And Diu","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Daman And Diu","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Daman And Diu","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Delhi","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Delhi","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Delhi","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Goa","Kharif","4.00","4.00","11.00","6.00","6.00","7.00","7.00","23.00","11.00","11.00","1750.00","1750.00","2091.00","1833.00","1833.00"
"Groundnut","Goa","Rabi","70.00","75.00","56.00","54.00","55.00","157.99","153.00","82.99","84.02","99.99","2257.00","2040.00","1482.00","1556.00","1818.00"
"Groundnut","Goa","Total","74.00","79.00","67.00","60.00","61.00","164.99","160.00","105.99","95.02","110.99","2230.00","2025.00","1582.00","1584.00","1820.00"
"Groundnut","Gujarat","Kharif","2101460.00","1926710.00","1709020.00","1635270.00","1908570.00","3990672.54","4358218.00","4407562.58","4508439.39","5086339.05","1899.00","2262.00","2579.00","2757.00","2665.00"
"Groundnut","Gujarat","Rabi","61410.00","60790.00","","","","142962.48","131428.00","","","","2328.00","2162.00","","",""
"Groundnut","Gujarat","Summer","","","53940.00","60070.00","56270.00","","","123792.30","135698.13","134654.11","","","2295.00","2259.00","2393.00"
"Groundnut","Gujarat","Total","2162870.00","1987500.00","1762960.00","1695340.00","1964840.00","4133635.02","4489646.00","4531354.88","4644137.52","5220993.16","1911.00","2259.00","2570.00","2739.00","2657.00"
"Groundnut","Haryana","Kharif","9250.00","14010.00","5930.00","4620.00","11606.00","9435.00","14626.00","6321.38","4924.92","12372.00","1020.00","1044.00","1066.00","1066.00","1066.00"
"Groundnut","Haryana","Rabi","","","","","","","0.00","","","","","","","",""
"Groundnut","Haryana","Total","9250.00","14010.00","5930.00","4620.00","11606.00","9435.00","14626.00","6321.38","4924.92","12372.00","1020.00","1044.00","1066.00","1066.00","1066.00"
"Groundnut","Himachal Pradesh","Kharif","22.00","47.00","36.00","34.00","18.00","21.01","45.00","34.20","32.30","17.10","955.00","957.00","950.00","950.00","950.00"
"Groundnut","Himachal Pradesh","Rabi","","","","","","","0.00","","","","","","","",""
"Groundnut","Himachal Pradesh","Total","22.00","47.00","36.00","34.00","18.00","21.01","45.00","34.20","32.30","17.10","955.00","957.00","950.00","950.00","950.00"
"Groundnut","Jammu And Kashmir","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Groundnut","Jammu And Kashmir","Rabi","","","","","","","0.00","","","","","","","",""
"Groundnut","Jammu And Kashmir","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Groundnut","Jharkhand","Kharif","25502.00","25566.00","22342.00","23667.00","25146.00","28001.20","29503.00","26073.11","29252.41","30652.97","1098.00","1154.00","1167.00","1236.00","1219.00"
"Groundnut","Jharkhand","Rabi","","","","","","","0.00","","","","","","","",""
"Groundnut","Jharkhand","Total","25502.00","25566.00","22342.00","23667.00","25146.00","28001.20","29503.00","26073.11","29252.41","30652.97","1098.00","1154.00","1167.00","1236.00","1219.00"
"Groundnut","Karnataka","Kharif","499000.00","398000.00","292000.00","259000.00","263000.00","469559.00","294520.00","237104.00","147889.00","244590.00","941.00","740.00","812.00","571.00","930.00"
"Groundnut","Karnataka","Rabi","222000.00","178000.00","147000.00","100000.00","113000.00","251000.00","193000.00","320460.00","80000.00","118989.00","1131.00","1084.00","2180.00","800.00","1053.00"
"Groundnut","Karnataka","Summer","","","26000.00","14000.00","21000.00","","","22932.00","13818.00","17829.00","","","882.00","987.00","849.00"
"Groundnut","Karnataka","Total","721000.00","576000.00","465000.00","373000.00","397000.00","720559.00","487520.00","580496.00","241707.00","381408.00","999.00","846.00","1248.00","648.00","961.00"
"Groundnut","Kerala","Kharif","55.00","54.00","62.00","90.00","33.20","71.01","71.00","85.99","132.57","45.75","1291.00","1315.00","1387.00","1473.00","1378.00"
"Groundnut","Kerala","Rabi","56.00","65.00","53.00","39.00","41.20","70.00","86.00","84.01","59.59","65.47","1250.00","1323.00","1585.00","1528.00","1589.00"
"Groundnut","Kerala","Summer","","","11.00","15.49","7.20","","","24.00","16.81","10.96","","","2182.00","1085.00","1522.00"
"Groundnut","Kerala","Total","111.00","119.00","126.00","144.49","81.60","141.01","157.00","194.00","208.97","122.17","1270.00","1319.00","1540.00","1446.00","1497.00"
"Groundnut","Ladakh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Ladakh","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Ladakh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Lakshadweep","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Lakshadweep","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Lakshadweep","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Groundnut","Madhya Pradesh","Kharif","289000.00","387000.00","386000.00","468000.00","700000.00","517599.00","667188.00","739383.00","966420.00","1547000.00","1791.00","1724.00","1916.00","2065.00","2210.00"
"Groundnut","Madhya Pradesh","Rabi","4000.00","3000.00","","","","5824.00","4368.00","","","","1456.00","1456.00","","",""
"Groundnut","Madhya Pradesh","Summer","","","3000.00","11000.00","3000.00","","","4368.00","16049.00","4380.00","","","1456.00","1459.00","1460.00"
"Groundnut","Madhya Pradesh","Total","293000.00","390000.00","389000.00","479000.00","703000.00","523423.00","671556.00","743751.00","982469.00","1551380.00","1786.00","1722.00","1912.00","2051.00","2207.00"
"Groundnut","Maharashtra","Kharif","226000.00","231730.00","160600.00","144970.00","150220.00","270522.00","269039.00","190953.40","155552.81","218870.54","1197.00","1161.00","1189.00","1073.00","1457.00"
"Groundnut","Maharashtra","Rabi","82990.00","87990.00","","","","136684.53","132161.00","","","","1647.00","1502.00","","",""
